iter	Logloss
241	0.2672272753
242	0.2662104078
243	0.2651754998
244	0.2645626848
245	0.2637864577
246	0.2631475449
247	0.2624285878
248	0.2616477477
249	0.2607755635
250	0.2598993057
251	0.2591774141
252	0.2584294287
253	0.2577662661
254	0.2567556639
255	0.2558552465
256	0.2550231031
257	0.2544334089
258	0.2538074938
259	0.2530694285
260	0.2522355318
261	0.2516619276
262	0.2510076929
263	0.2502538462
264	0.2495288398
265	0.2484513225
266	0.2476046414
267	0.2468553021
268	0.2459844364
269	0.2450035636
270	0.2444688262
271	0.2439827932
272	0.2431221885
273	0.2421828199
274	0.2413778324
275	0.2408218861
276	0.2403088073
277	0.2393825628
278	0.2387534225
279	0.2380262536
280	0.2375400137
281	0.2368457272
282	0.2360726479
283	0.2355349502
284	0.2347703959
285	0.2340570321
286	0.2335179703
287	0.2325256657
288	0.2319204724
289	0.2313692454
290	0.2309798415
291	0.2303130143
292	0.2296745809
293	0.2289109333
294	0.2283741597
295	0.227784354
296	0.2271037823
297	0.2264010365
298	0.2261063305
299	0.2253846581
300	0.2247016881
301	0.2241859939
302	0.2236682273
303	0.2231447014
304	0.2227538515
305	0.2222608792
306	0.2216086471
307	0.2208803673
308	0.2203613565
309	0.2197833171
310	0.2190506052
311	0.218372566
312	0.2176827643
313	0.2172898048
314	0.2167151586
315	0.2159950289
316	0.2157720443
317	0.2152474771
318	0.2148866054
319	0.2141149044
320	0.2135832123
321	0.213018891
322	0.2122225072
323	0.2118722735
324	0.2112307903
325	0.210619054
326	0.2101338619
327	0.2096596995
328	0.2091360459
329	0.2086857989
330	0.2080936
331	0.2074731105
332	0.2069900803
333	0.2064408856
334	0.2060933152
335	0.2056835245
336	0.2050679323
337	0.2046435807
338	0.2042758291
339	0.2037666798
340	0.2031289146
341	0.2027255033
342	0.2022040889
343	0.2015037098
344	0.2009065254
345	0.2002908732
346	0.1998439525
347	0.1992912531
348	0.1988056898
349	0.198495794
350	0.1978291241
351	0.1972661991
352	0.1967571155
353	0.1961319421
354	0.1957572969
355	0.1952042702
356	0.1947635277
357	0.1944690356
358	0.1939603103
359	0.1934698433
360	0.1929890426
361	0.1926099281
362	0.1920297023
363	0.191620656
364	0.1912210658
365	0.1907272113
366	0.1902118013
367	0.1895384286
368	0.1889752575
369	0.188553283
370	0.1880991446
371	0.187666431
372	0.1872373626
373	0.186718337
374	0.1862988253
375	0.1858080864
376	0.185288301
377	0.1846161217
378	0.1842646193
379	0.183811615
380	0.1833547663
381	0.1830299197
382	0.1826025621
383	0.1822236763
384	0.1817058351
385	0.1813878517
386	0.1807189162
387	0.1803786233
388	0.1798670337
389	0.1795021128
390	0.1792042223
391	0.1786452506
392	0.1781670074
393	0.1776921343
394	0.1773060109
395	0.1767704229
396	0.1762554845
397	0.1759101333
398	0.1753600829
399	0.1750116451
400	0.1746581748
401	0.1744543462
402	0.1741033709
403	0.173522319
404	0.1729403696
405	0.1724414033
406	0.1719881483
407	0.171744924
408	0.1713635271
409	0.1708197922
410	0.1704949231
411	0.1701101477
412	0.1696196105
413	0.1691648322
414	0.1688139741
415	0.1684933024
416	0.1681773953
417	0.167706487
418	0.1672661872
419	0.1669023404
420	0.1666020619
421	0.1662857603
422	0.165955829
423	0.1654564741
424	0.1651301384
425	0.1646079469
426	0.1642078148
427	0.1637982362
428	0.1634417631
429	0.1632627867
430	0.163088977
431	0.1625818227
432	0.1622836358
433	0.1619325657
434	0.1616040036
435	0.1612021588
436	0.1608683361
437	0.160548069
438	0.1601308372
439	0.1597643356
440	0.159348136
441	0.1588793059
442	0.1585500086
443	0.1581477436
444	0.157739252
445	0.1573301225
446	0.1569308977
447	0.15648065
448	0.1559671473
449	0.1556372481
450	0.1553066531
451	0.154958136
452	0.1545107429
453	0.1542244151
454	0.1538413615
455	0.153530048
456	0.1532031845
457	0.1527579578
458	0.1523748778
459	0.1519396266
460	0.1515976867
461	0.1512442595
462	0.150922359
463	0.1507293553
464	0.1504207295
465	0.1500529689
466	0.1497669826
467	0.1493868957
468	0.1489988269
469	0.1487159697
470	0.148322744
471	0.1479979696
472	0.1477200508
473	0.1473320323
474	0.1470740499
475	0.1466964077
476	0.1463369563
477	0.1459622441
478	0.1456123578
479	0.1453371731
480	0.1450515831
481	0.1448472487
482	0.1446246527
483	0.144273236
484	0.1441470945
485	0.1438168165
486	0.1434401216
487	0.1431019835
488	0.1427691898
489	0.1424906969
490	0.1421942086
491	0.1418212562
492	0.1415087526
493	0.1413094682
494	0.1408592411
495	0.1405722863
496	0.1401732251
497	0.1399760684
498	0.1396929728
499	0.1393444132
500	0.1390897422
501	0.1386845138
502	0.1383346068
503	0.1381913308
504	0.1379475587
505	0.1377448539
506	0.1373778491
507	0.1370938997
508	0.1368424834
509	0.1365769515
510	0.1363599068
511	0.1359787464
512	0.135615903
513	0.1353764051
514	0.1350636746
515	0.1347620687
516	0.1343985087
517	0.1340708468
518	0.1339125575
519	0.1336091815
520	0.1332104651
521	0.1329172824
522	0.1326420739
523	0.1324446968
524	0.1320476609
525	0.1318233606
526	0.1315387764
527	0.1311651101
528	0.1309348951
529	0.130595309
530	0.130326398
531	0.130098417
532	0.1297903873
533	0.1295934361
534	0.1293104739
535	0.129008471
536	0.128745427
537	0.1284336322
538	0.1280477086
539	0.127846589
540	0.1275717052
541	0.1273021079
542	0.1269805844
543	0.1268777242
544	0.1266103629
545	0.1263587191
546	0.126128479
547	0.125900324
548	0.1255114336
549	0.1252220966
550	0.1250536932
551	0.1248208729
552	0.12462559
553	0.1243058256
554	0.124034406
555	0.1236995865
556	0.1234920115
557	0.1232986605
558	0.123079577
559	0.1228480571
560	0.1226771677
561	0.1223828548
562	0.1221235353
563	0.1219068398
564	0.121564588
565	0.1213236422
566	0.1210839942
567	0.1207598544
568	0.1205658178
569	0.1202661849
570	0.1199636111
571	0.1196044213
572	0.1192925814
573	0.1190551577
574	0.118733754
575	0.1184893196
576	0.1182317038
577	0.1180821148
578	0.1178592373
579	0.1176381962
580	0.1174071364
581	0.1171339512
582	0.1168996373
583	0.1167198194
584	0.1165124919
585	0.1163475346
586	0.1161568771
587	0.1159440543
588	0.1157632957
589	0.1155272265
590	0.1153398668
591	0.1151256639
592	0.1148603607
593	0.1146392113
594	0.1143885342
595	0.1141648447
596	0.113937905
597	0.1137378138
598	0.1135677273
599	0.1133368093
600	0.1130697882
601	0.1128687755
602	0.112617512
603	0.1123493066
604	0.1119989795
605	0.1118261647
606	0.1115463038
607	0.1112794773
608	0.1110867539
609	0.1108912391
610	0.1107124303
611	0.110381794
612	0.110278792
613	0.1101054578
614	0.109823968
615	0.1096031408
616	0.1094459315
617	0.1092148098
618	0.1089170907
619	0.1086681521
620	0.108446348
621	0.1082571751
622	0.1080911482
623	0.1078957712
624	0.1076842759
625	0.1075128465
626	0.1073699217
627	0.107103456
628	0.1068307825
629	0.1066622386
630	0.1064315989
631	0.1061333566
632	0.1058999461
633	0.1056689855
634	0.1053874699
635	0.1052180368
636	0.1050341774
637	0.1048577682
638	0.1046577428
639	0.1044451984
640	0.104209079
641	0.104021142
642	0.1038182658
643	0.1035825046
644	0.1033221747
645	0.1031614561
646	0.1029780607
647	0.1028159696
648	0.102670301
649	0.1025031979
650	0.1023132427
651	0.1020925509
652	0.1019515321
653	0.1017309472
654	0.1014322951
655	0.1012549014
656	0.1011363906
657	0.1009567634
658	0.1007451212
659	0.1004403797
660	0.1002670159
661	0.1000470561
662	0.09985069842
663	0.0996716074
664	0.09952433045
665	0.09938066715
666	0.0991819691
667	0.09895750896
668	0.09880274824
669	0.09866017264
670	0.09849533648
671	0.09832787771
672	0.09813704491
673	0.09792147327
674	0.09765602447
675	0.09745788574
676	0.09724531947
677	0.09706980344
678	0.0968137754
679	0.09655921653
680	0.09633060146
681	0.09614133964
682	0.09598834192
683	0.09581147013
684	0.09555230785
685	0.09534913527
686	0.09511039837
687	0.09491876009
688	0.09472115233
689	0.09456172247
690	0.09434776693
691	0.09419457977
692	0.09394809491
693	0.09381156741
694	0.09363752442
695	0.09346822146
696	0.09324634397
697	0.09306686118
698	0.09288348378
699	0.09270031774
700	0.09257821263
701	0.09237140063
702	0.09218619321
703	0.09199676127
704	0.09180161244
705	0.09157810984
706	0.09147806296
707	0.09134478311
708	0.09116575525
709	0.09097014762
710	0.09079935744
711	0.09056955286
712	0.09045565966
713	0.09033809353
714	0.0901080531
715	0.08995838036
716	0.08978370331
717	0.08950024811
718	0.08929996748
719	0.08909982217
720	0.0889690077
721	0.08885816883
722	0.08868909398
723	0.08848663923
724	0.08831518921
725	0.08814207928
726	0.08797772768
727	0.08778942082
728	0.0876528276
729	0.08750433922
730	0.08737825316
731	0.08728085595
732	0.08707173451
733	0.08699817657
734	0.08686567513
735	0.08672472593
736	0.08660355645
737	0.08645648054
738	0.08624456122
739	0.08614004883
740	0.08600218103
741	0.08583607287
742	0.08563324954
743	0.08546877809
744	0.08526917535
745	0.08511042208
746	0.08498902836
747	0.08482354525
748	0.08462638984
749	0.08446026879
750	0.08425910537
751	0.08408180443
752	0.08391456604
753	0.08376663182
754	0.08356954858
755	0.08348440737
756	0.08333177309
757	0.08319172086
758	0.08303274335
759	0.08292113639
760	0.08276963234
761	0.08264209258
762	0.08245820999
763	0.08227066478
764	0.08214240847
765	0.08199486604
766	0.08183275171
767	0.08161486162
768	0.08143536593
769	0.08126256015
770	0.0811201508
771	0.08100206272
772	0.08085716222
773	0.08069046897
774	0.08057398667
775	0.08040094762
776	0.0801936446
777	0.08006807276
778	0.07993226696
779	0.07977310387
780	0.07962300584
781	0.07946991147
782	0.07935487773
783	0.07927805411
784	0.07911918743
785	0.07898390873
786	0.07882793401
787	0.07868641905
788	0.07859653524
789	0.07847162968
790	0.07839823414
791	0.07823046091
792	0.07808464411
793	0.07793461568
794	0.07777946833
795	0.07766220763
796	0.07749015576
797	0.07734362757
798	0.07724442353
799	0.07707720447
800	0.07693182327
801	0.07682907001
802	0.07671113272
803	0.07655734243
804	0.07638318088
805	0.07619431728
806	0.07610555597
807	0.07596250354
808	0.07574348192
809	0.075642203
810	0.07549292332
811	0.0754121935
812	0.07527456541
813	0.07518683511
814	0.07504369633
815	0.07489647994
816	0.07479009757
817	0.07467606519
818	0.07451832359
819	0.07436417889
820	0.07424768113
821	0.07413551356
822	0.07400423901
823	0.07391605248
824	0.07378349949
825	0.07363630759
826	0.07352853079
827	0.07339313868
828	0.07327723374
829	0.07312516908
830	0.07303137264
831	0.07288458154
832	0.07277177991
833	0.07264537811
834	0.07253096297
835	0.07238058915
836	0.07223760888
837	0.07212962073
838	0.07206410073
839	0.0719533263
840	0.07186281745
841	0.07172722688
842	0.07161588411
843	0.07150728251
844	0.07136849455
845	0.07126909978
846	0.07117031845
847	0.07103268005
848	0.07088973587
849	0.07068899773
850	0.07060993942
851	0.07047952832
852	0.07037341917
853	0.07026675714
854	0.07013763737
855	0.07004163587
856	0.06992494222
857	0.06980561952
858	0.06967751915
859	0.06954273791
860	0.06940451699
861	0.0692528686
862	0.06913829365
863	0.06900601774
864	0.06890445529
865	0.06879412806
866	0.06866503664
867	0.06853798918
868	0.06841558766
869	0.06829695959
870	0.06821438944
871	0.06809814556
872	0.06797322196
873	0.06787150099
874	0.06776875161
875	0.0676596938
876	0.0675382975
877	0.06743929837
878	0.06732108786
879	0.06720437101
880	0.06706671457
881	0.06696866525
882	0.06687591011
883	0.06683905447
884	0.06673236924
885	0.06666364541
886	0.06656727404
887	0.066431427
888	0.06630653046
889	0.06618342657
890	0.06607691404
891	0.06597384118
892	0.06585758699
893	0.06574576223
894	0.06565538355
895	0.06558318138
896	0.06547723719
897	0.06534955437
898	0.06527193044
899	0.06516596949
900	0.06504649729
901	0.06490418331
902	0.06479372334
903	0.06468401213
904	0.06459044895
905	0.06448994843
906	0.06435252654
907	0.06423659711
908	0.06411903742
909	0.06402922063
910	0.06388487171
911	0.06374354878
912	0.06362461786
913	0.06350683264
914	0.06340821498
915	0.06330705205
916	0.06316167084
917	0.06304682139
918	0.06298774642
919	0.06287048056
920	0.06277826026
921	0.06267339474
922	0.06256595818
923	0.06248043035
924	0.06235340093
925	0.06221999993
926	0.06213135333
927	0.06204600463
928	0.06190556578
929	0.06177953385
930	0.06166827872
931	0.06155538559
932	0.06145789172
933	0.06133152214
934	0.06121697812
935	0.06111761042
936	0.06094957945
937	0.06078399581
938	0.06070699305
939	0.06057610125
940	0.0604926032
941	0.060373613
942	0.06026884672
943	0.06017088117
944	0.06004287488
945	0.05997717574
946	0.05987090549
947	0.05975660118
948	0.05968238985
949	0.05960821332
950	0.05948946283
951	0.05937523326
952	0.05927775228
953	0.05917768994
954	0.05909921801
955	0.05900671933
956	0.05888259604
957	0.05878989503
958	0.0587063145
959	0.05854920181
960	0.05845155845
961	0.05838526262
962	0.058271979
963	0.05815737699
964	0.05809078217
965	0.05801247906
966	0.05789775333
967	0.05781659693
968	0.05772537154
969	0.05763705357
970	0.05752495173
971	0.05740454132
972	0.05726984385
973	0.05716948251
974	0.05707067412
975	0.05697750787
976	0.05688485841
977	0.05681280961
978	0.05673285433
979	0.05666396811
980	0.05660059388
981	0.05652664159
982	0.05641563003
983	0.05632241481
984	0.05623718855
985	0.0561571946
986	0.05606763943
987	0.05598525872
988	0.05589233347
989	0.05582941932
990	0.05577731133
991	0.05565723342
992	0.05556223328
993	0.05549529694
994	0.05541543574
995	0.05531112954
996	0.05522099701
997	0.05512346319
998	0.05499590023
999	0.05489515485
